id;name;rating;bedroom;bed;bath;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
23344486;Home in Huai Khwang ;4.63 ;3;0;7;91934777;Vichak;;Huai Khwang;13.7689;100.58208;Entire home/apt;11429;1;49;01-12-2023;0.71;9;328;11;
23344877;Boutique hotel in Huai Khwang ;4.68 ;4;0;6;91934777;Vichak;;Huai Khwang;13.77019;100.58184;Private room;4000;1;95;02-01-2022;1.36;9;0;0;
23155265;Guesthouse in Bangkok ;4.58 ;0;2;1;40262107;Patty;;Ratchathewi;13.75127;100.53134;Entire home/apt;1000;1;126;27-11-2023;1.77;39;84;23;
23160088;Home in Khet Prawet ;0;1;1;1;17491725;Zazithorn;;Pra Wet;13.71439;100.65322;Private room;350;1;1;20-12-2018;0.02;2;0;0;
23170159;Hostel in Phra Nakhon ;4.86 ;1;0;8;14391623;Sasi;;Phra Nakhon;13.7475;100.49698;Hotel room;529;1;118;10-12-2023;1.67;24;350;37;
23171233;Rental unit in Sathorn Silom  ;4.86 ;2;1;1;12430321;Veeva;;Sathon;13.71425;100.51386;Entire home/apt;599;28;28;20-08-2023;0.39;3;270;1;
23345444;Condo in บางกะปิ ;0;1;1;1;171721545;Shiwei;;Huai Khwang;13.74582;100.58431;Entire home/apt;2800;1;0;;;1;0;0;
23044056;Rental unit in Krung Thep Maha Nakhon ;0;1;1;1;14972284;Sawitree;;Huai Khwang;13.74577;100.58229;Private room;1466;1;0;;;1;0;0;
23048195;Tiny home in Khet Huai Khwang ;5.0 ;1;1;1.5 ;140752742;Nuwat;;Huai Khwang;13.78197575;100.5790024;Entire home/apt;443;2;4;08-11-2023;0.06;11;65;1;
23176361;Rental unit in Khet Huai Khwang ;4.76 ;1;1;1;105689479;Taosiam;;Huai Khwang;13.78112;100.5781;Entire home/apt;650;1;50;03-05-2020;0.72;34;2;0;
23349529;Rental unit in Khet Bang Na ;4.53 ;1;1;1;31155812;Bokie;;Bang Na;13.67391;100.60563;Entire home/apt;1148;2;17;12-08-2023;0.24;3;316;3;
23182516;Rental unit in Khet Din Daeng ;5.0 ;2;0;1;29478648;Maneerat;;Din Daeng;13.79827578;100.5729429;Entire home/apt;1114;30;5;13-12-2023;1.08;1;7;5;
23351201;Rental unit in เขต คลองเตย ;4.73 ;1;3;1;47324488;Tony;;Khlong Toei;13.72685;100.56818;Entire home/apt;1320;1;113;27-10-2023;1.61;34;118;17;
23352389;Rental unit in เขต คลองเตย ;4.71 ;1;3;1;47324488;Tony;;Khlong Toei;13.72598;100.56636;Entire home/apt;1123;1;117;03-11-2023;1.65;34;0;12;
23360076;Condo in Khet Thon Buri ;4.85 ;1;1;1.5 ;34322492;Ben;;Thon buri;13.71684644;100.4825147;Entire home/apt;850;2;86;16-12-2023;1.23;1;333;26;
23053785;Rental unit in Khet Khlong Toei ;4.70 ;2;2;1.5 ;60213777;Sammy'S Place;;Khlong Toei;13.72528;100.56678;Entire home/apt;3990;5;70;08-10-2019;0.98;2;25;0;
23056209;Rental unit in Khet Huai Khwang ;0;1;1;1;169453642;Myladies;;Huai Khwang;13.76036;100.57082;Private room;2200;3;1;01-04-2018;0.01;4;0;0;
23063873;Hostel in Khet Bang Rak ;4.75 ;1;1;1;84040153;Fing;;Bang Rak;13.72257;100.51923;Private room;1200;2;59;05-04-2023;0.83;12;357;2;
23068875;Townhouse in Khet Thon Buri ;4.75 ;3;0;4;3680566;Billy;;Khlong San;13.73391;100.49618;Entire home/apt;2036;1;65;19-11-2023;0.91;3;354;11;
23070488;Rental unit in Khet Phaya Thai ;4.91 ;1;1;1;171268819;Nut Vithai;;Phaya Thai;13.77637;100.54179;Private room;1350;3;65;22-12-2023;0.91;1;215;20;
23192811;Boutique hotel in Khet Prawet ;0;0;1;1;21167880;Nuntanut;;Pra Wet;13.6696;100.68502;Private room;1000;1;1;12-11-2018;0.02;1;161;0;
23200913;Condo in Khet Watthana ;4.68 ;1;1;1;62257044;Ludoping;;Vadhana;13.74292;100.55562;Entire home/apt;1817;5;25;14-04-2023;0.35;51;163;9;
23071152;Serviced apartment in Khet Watthana ;4.77 ;1;1;1;62257044;Ludoping;;Vadhana;13.74012;100.55658;Entire home/apt;1817;5;42;12-12-2023;0.59;51;0;15;
23208595;Rental unit in Krung Thep Maha Nakhon ;0;0;1;1;170532676;Sony;;Ratchathewi;13.7511;100.52982;Entire home/apt;1400;1;2;04-10-2019;0.03;31;176;0;
23210325;Condo in Bangkok ;4.50 ;1;1;1.5 ;5793490;Nicky;;Bang Kho laen;13.69949;100.52725;Entire home/apt;936;1;10;31-03-2023;0.14;6;84;7;
23213119;Boutique hotel in Khet Samphanthawong ;5.0 ;1;2;1;172589126;Talakkia;;Samphanthawong;13.7327;100.51457;Private room;4814;1;3;04-06-2022;0.05;2;0;0;
23073232;Rental unit in กรุงเทพมหานคร ;0;1;1;1;169453642;Myladies;;Huai Khwang;13.75977;100.56897;Private room;2200;3;0;;;4;0;0;
23081317;Rental unit in Khet Ratchathewi ;4.86 ;1;2;1;26036588;Pairin;;Ratchathewi;13.75504;100.53916;Entire home/apt;1500;2;185;07-12-2023;2.58;1;0;37;
23081372;Guesthouse in Bangkok ;4.53 ;0;2;1;40262107;Patty;;Ratchathewi;13.75238;100.52906;Entire home/apt;1114;1;53;12-12-2023;0.74;39;86;6;
23361138;Rental unit in Bangkok ;3.0 ;1;1;1;32952783;Thunravee;;Khlong Toei;13.70802;100.59365;Entire home/apt;2000;2;3;16-10-2018;0.04;1;89;0;
23213275;Boutique hotel in Khet Samphanthawong ;0;1;2;1;172589126;Talakkia;;Samphanthawong;13.73273;100.51458;Private room;2100;1;1;19-12-2018;0.02;2;0;0;
23214479;Serviced apartment in Minburi ;0;2;1;1.5 ;172653845;บูรพา;;Min Buri;13.81314;100.71807;Private room;600;30;0;;;1;0;0;
23361628;Condo in Bangkok ;4.75 ;2;2;1;174106131;Rujirin;;Khlong San;13.721;100.50559;Entire home/apt;1057;25;12;22-10-2023;0.18;3;114;4;
23362227;Bed and breakfast in 曼�;0;1;1;0;174108241;Austin;;Vadhana;13.71084;100.60092;Private room;1002;1;2;07-02-2019;0.03;1;0;0;
23082476;Home in แขวงบวรนิเวศ ;0;1;1;2;168082033;Chidmat;;Phra Nakhon;13.75422;100.50142;Private room;1100;1;1;18-02-2018;0.01;2;0;0;
23221961;Condo in Khet Bang Sue ;4.87 ;1;1;1;21970931;Nui;;Bang Sue;13.83047;100.52512;Entire home/apt;994;3;122;03-12-2023;1.72;24;129;25;
23086065;Condo in Khet Huai Khwang ;4.82 ;3;0;8;171436898;Twinky;;Huai Khwang;13.75892594;100.5672738;Entire home/apt;2251;1;17;19-12-2021;0.24;1;268;0;
23362381;Rental unit in Khet Bang Rak ;0;1;1;1;18951447;Xiu Bao;;Bang Rak;13.72755;100.52853;Private room;1299;10;1;04-06-2018;0.01;1;363;0;
23224019;Serviced apartment in Khet Watthana ;4.54 ;1;1;1;62257044;Ludoping;;Khlong Toei;13.74084;100.55346;Entire home/apt;1817;5;26;25-04-2023;0.37;51;158;8;
23363600;Hostel in Khet Pom Prap Sattru Phai ;4.73 ;1;1;1;165628058;Peace;;Pom Prap Sattru Phai;13.74692;100.50936;Hotel room;790;1;51;11-12-2023;0.72;10;0;6;
23512920;Condo in Khet Khlong San ;0;1;1;1;174221244;ชนนิกานต์;;Khlong San;13.7231;100.49477;Private room;2200;1;0;;;1;179;0;
23224285;Condo in Khet Bang Sue ;4.88 ;1;1;1;21970931;Nui;;Bang Sue;13.81764;100.53253;Entire home/apt;900;25;59;05-12-2023;0.83;24;229;8;
23224705;Bed and breakfast in Khet Bang Rak ;4.86 ;0;1;1;84040153;Fing;;Bang Rak;13.72125;100.51721;Private room;1200;2;21;01-01-2023;0.30;12;360;1;
23513639;Rental unit in Khet Bang Na ;0;0;1;1;174224381;ปลายฟ้า;;Bang Na;13.67571;100.63162;Private room;1650;1;0;;;1;89;0;
23363854;Hostel in Khet Pom Prap Sattru Phai ;4.81 ;1;2;1;165628058;Peace;;Pom Prap Sattru Phai;13.74864;100.50923;Hotel room;790;1;37;05-02-2020;0.52;10;333;0;
23227714;Bed and breakfast in Krung Thep Maha Nakhon ;5.0 ;1;1;1;172804437;Korbchai;;Khlong San;13.71639;100.49485;Private room;450;1;5;11-01-2020;0.09;1;0;0;
23366902;Hostel in Khet Pom Prap Sattru Phai ;4.57 ;1;0;6;165628058;Peace;;Pom Prap Sattru Phai;13.74839;100.50928;Hotel room;1800;1;7;21-04-2023;0.10;10;0;2;
23367230;Hostel in Khet Pom Prap Sattru Phai ;4.83 ;1;0;4;165628058;Peace;;Pom Prap Sattru Phai;13.74908;100.50945;Hotel room;1200;1;6;09-11-2023;0.09;10;0;1;
23232235;Place to stay in เขต บางนา ;5.0 ;0;1;1;57192988;Ratjaporn;;Bang Na;13.6745;100.60791;Private room;550;30;3;14-03-2023;0.04;1;351;1;
23381589;Home in Khet Suan Luang ;0;0;1;1;174299320;Taiguo;;Suanluang;13.72154;100.62253;Entire home/apt;2950;1;0;;;1;0;0;
23381938;Rental unit in Khet Bang Rak ;4.94 ;2;2;1;32580871;Patima;;Bang Rak;13.72922;100.5143;Entire home/apt;5286;7;17;21-09-2023;0.28;2;137;4;
23382038;Hostel in Khet Bang Rak ;4.75 ;0;1;1;84040153;Fing;;Bang Rak;13.72086;100.51771;Private room;1200;2;32;11-12-2023;0.45;12;360;7;
23527479;Townhouse in Klongton nua Wattana ;4.80 ;3;3;2;1152351;Pannarai;;Vadhana;13.72871;100.59007;Entire home/apt;5219;1;107;15-12-2023;1.55;2;328;26;
23237466;Rental unit in Bangkok ;4.79 ;3;0;4;105353950;Vina;;Bang Rak;13.72475;100.53053;Entire home/apt;4200;1;105;30-11-2023;1.49;6;333;24;
23238215;Rental unit in Ratchathewi ;4.93 ;1;1;1.5 ;18699637;Wilson;;Ratchathewi;13.74954;100.55513;Entire home/apt;1529;30;41;09-12-2023;0.58;36;289;7;
23238551;Boutique hotel in Thailand ;4.63 ;0;1;1;84040153;Fing;;Bang Rak;13.72224;100.5195;Private room;949;2;19;04-11-2022;0.27;12;359;0;
23238700;Rental unit in Khet Phra Khanong ;4.87 ;1;1;1.5 ;25774790;Nupla;;Phra Khanong;13.69209;100.61427;Entire home/apt;799;4;47;18-12-2023;0.68;1;327;14;
23238837;Bed and breakfast in Thon Buri ;4.93 ;1;1;1;21894271;Sirichan 'S Family;;Thon buri;13.72452;100.48548;Private room;1903;1;147;14-12-2023;2.10;7;312;76;
23239541;Hostel in Sipraya ;4.67 ;1;0;6;50028176;Phak;;Bang Rak;13.72837;100.51946;Private room;2050;2;12;04-08-2022;0.18;8;356;0;
23531505;Condo in Khet Bang Kho Laem ;0;2;2;2;175786510;Chu;;Bang Kho laen;13.7036;100.50687;Entire home/apt;1831;60;0;;;1;180;0;
23241466;Rental unit in Khet Huai Khwang ;4.99 ;5;0;10;29488167;Potae Pongthorn;;Huai Khwang;13.79048;100.57494;Entire home/apt;11327;1;70;19-12-2023;0.99;10;303;28;
23243150;Place to stay in Khet Chatuchak ;0;2;3;2;37306942;Kaymumaki;;Chatu Chak;13.83761;100.57278;Private room;2000;1;0;;;1;0;0;
23531879;Aparthotel in Khwaeng Khlong Toei ;3.0 ;1;1;1;378180502;Panitchaya;;Khlong Toei;13.73791;100.55199;Hotel room;3914;1;4;11-07-2022;0.08;25;326;0;
23546119;Rental unit in 曼�;4.82 ;1;1;1.5 ;18699637;Wilson;;Ratchathewi;13.75017;100.55752;Entire home/apt;1557;30;22;08-01-2023;0.31;36;148;1;
23382819;Condo in Khet Bang Sue ;0;1;1;1;170864738;Sontana;;Bang Sue;13.80604;100.52881;Entire home/apt;900;28;2;13-08-2022;0.03;1;45;0;
23382885;Rental unit in Chatuchak ;4.80 ;1;1;1;96493943;Rudklao;;Chatu Chak;13.82671;100.56466;Entire home/apt;;2;15;25-02-2020;0.22;4;0;0;
23384611;Condo in Watthana ;4.69 ;2;2;2;25256908;Yann;;Vadhana;13.72193;100.58485;Entire home/apt;3500;3;51;03-12-2023;0.73;2;335;16;
23248352;Rental unit in Khet Bang Rak ;4.86 ;1;1;1;17320385;Duangnate;;Bang Rak;13.72798;100.52524;Private room;;1;7;01-01-2020;0.10;3;0;0;
23384806;Hostel in Khet Bang Kapi ;4.80 ;1;1;1;174335362;Kriangsak;;Bang Kapi;13.75635;100.61114;Private room;390;3;5;14-06-2019;0.07;4;87;0;
23385215;Rental unit in Khet Watthana ;0;2;2;2;168711668;Naiyana;;Vadhana;13.72804;100.57346;Entire home/apt;5800;21;2;10-02-2019;0.03;2;365;0;
23557009;Rental unit in Khet Huaykwang ;4.30 ;0;1;1;79624768;Eva;;Huai Khwang;13.75432;100.57639;Entire home/apt;1271;2;78;25-11-2023;1.11;37;0;10;
23566023;Serviced apartment in Bangkok ;4.42 ;1;1;1.5 ;115758511;JSHome;;Khlong Toei;13.72467;100.56695;Hotel room;1400;1;19;26-11-2023;0.27;37;83;4;
23566294;Hostel in Khet Pom Prap Sattru Phai ;5.0 ;1;0;6;165628058;Peace;;Pom Prap Sattru Phai;13.74675;100.50763;Hotel room;;1;8;05-03-2020;0.12;10;0;0;
23249099;Rental unit in Khet Bang Rak ;4.57 ;1;1;1;17320385;Duangnate;;Bang Rak;13.72643;100.51813;Private room;;1;7;01-01-2022;0.12;3;0;0;
23255695;Rental unit in Bangkok ;4.68 ;0;0;4;40262107;Patty;;Ratchathewi;13.75115;100.52922;Entire home/apt;1543;1;87;10-12-2023;1.22;39;74;22;
23567131;Condo in กรุงเทพมหานคร ;4.84 ;1;1;1;20313379;Pete;;Khlong Toei;13.71177;100.58457;Private room;900;3;91;23-12-2023;1.32;1;47;28;
23385865;Condo in Khet Bang Na ;4.86 ;1;1;1;112341236;Arisarakorn;;Bang Na;13.67151;100.60596;Private room;1200;30;14;22-10-2023;0.20;2;321;5;
23258390;Rental unit in Bangkok ;4.61 ;1;1;1;31155812;Bokie;;Bang Na;13.6724;100.60381;Entire home/apt;1199;3;18;28-11-2023;0.25;3;243;5;
23390695;Rental unit in Khet Bangkok Noi ;4.94 ;1;1;1;173760794;Mimi;;Bangkok Noi;13.75378;100.48458;Private room;690;3;17;26-12-2023;0.24;8;306;7;
23568004;Rental unit in Khet Khlong Toei ;0;2;1;1;41902775;Bee;;Khlong Toei;13.71435;100.59116;Private room;1000;90;0;;;1;0;0;
23275952;Rental unit in Bangkok ;4.68 ;0;2;1;40262107;Patty;;Ratchathewi;13.75188;100.53108;Entire home/apt;1457;1;172;21-12-2023;2.43;39;84;22;
23401322;Hotel in Khet Chatuchak ;0;1;1;1;39488603;Audrey;;Chatu Chak;13.84867668;100.5597305;Private room;95000;2;0;;;1;364;0;
23277794;Rental unit in Bang Kapi ;0;1;1;1;160870848;Yuliya;;Suanluang;13.73779;100.63916;Private room;3350;1;0;;;1;0;0;
23401937;Rental unit in Khet Lak Si ;0;9;1;1;174495000;Natcha;;Lak Si;13.87475;100.57424;Private room;1200;1;0;;;3;0;0;
23568202;Rental unit in Dindaeng ;4.65 ;1;1;1;101227692;Ken;;Din Daeng;13.793949;100.571043;Private room;530;1;104;06-12-2023;1.48;4;270;4;
23569602;Hotel in Khet Din Daeng ;0;1;2;1;176154635;The Mini R Ratchada;;Din Daeng;13.77323;100.573;Hotel room;;1;0;;;3;0;0;
23582002;Loft in Khet Ratchathewi ;4.82 ;1;1;1;8044123;Cin;;Huai Khwang;13.75362;100.56516;Entire home/apt;2380;20;133;04-07-2023;1.89;3;134;2;
23277912;Rental unit in Khet Bang Rak ;0;1;1;1;12430321;Veeva;;Bang Rak;13.72524;100.51854;Private room;1413;2;2;20-11-2023;0.03;3;85;1;
23278359;Rental unit in Krung Thep Maha Nakhon ;4.78 ;0;1;1;170532676;Sony;;Ratchathewi;13.7504;100.53023;Entire home/apt;1250;1;23;02-08-2023;0.33;31;177;1;
23279618;Rental unit in Khet Chom Thong ;4.89 ;0;1;1;85038325;Lux;;Phasi Charoen;13.71003;100.44933;Entire home/apt;490;1;9;27-04-2021;0.13;1;0;0;
23584210;Rental unit in Khet Huai Khwang ;5.0 ;3;0;4;29488167;Potae Pongthorn;;Huai Khwang;13.79043;100.57503;Entire home/apt;8029;1;33;25-05-2023;0.48;10;301;2;
23586487;Townhouse in Bangkok  ;5.0 ;1;0;4;44386256;Chanidapa;;Bang Phlat;13.77547;100.48135;Private room;890;1;3;21-02-2023;0.04;3;87;1;
23586622;Hotel in Khet Din Daeng ;4.33 ;1;1;1;176154635;The Mini R Ratchada;;Din Daeng;13.77323;100.573;Private room;;1;3;23-01-2019;0.04;3;0;0;
23402126;Rental unit in เขต คลองเตย ;4.44 ;1;1;1;20766951;Anoop;;Vadhana;13.71055;100.60135;Entire home/apt;4555;30;9;15-05-2018;0.13;1;180;0;
23402524;Condo in Khet Khlong Toei ;0;1;1;1;173905653;Chatkaew;;Khlong Toei;13.71019;100.59431;Private room;1376;4;0;;;1;0;0;
23418883;Rental unit in Bangkok ;4.94 ;1;2;1;2940438;Kinifrog;;Rat Burana;13.68889;100.49208;Entire home/apt;773;28;33;16-07-2023;0.48;22;331;5;
23420691;Rental unit in Khet Bueng Kum ;4.87 ;1;1;1;106576460;Oom;;Khan Na Yao;13.83584;100.66107;Entire home/apt;600;2;114;09-12-2023;1.61;4;9;42;
23280094;Rental unit in Bangkok ;4.88 ;1;2;1;3773805;Danai And BicGy;;Khlong Toei;13.73937;100.55521;Entire home/apt;;2;33;20-04-2023;0.48;13;0;2;
23423876;Rental unit in Bangkok ;4.33 ;0;1;1;67590979;Nad;;Khlong Toei;13.72315;100.57808;Entire home/apt;1850;3;3;06-01-2020;0.04;3;362;0;
23293148;Condo in Huai Khwang District ;4.79 ;1;3;1;12464021;Rebecca;;Huai Khwang;13.76044;100.56944;Entire home/apt;1666;3;140;21-12-2023;1.97;31;123;1;
23295772;Condo in Khet Pathum Wan ;4.87 ;1;2;1;68594954;Mp;;Parthum Wan;13.74846;100.52827;Entire home/apt;;30;54;08-03-2020;0.76;6;0;0;
23297131;Serviced apartment in Asoke ;0;1;1;1;98598351;Admiral Premier;;Vadhana;13.73928;100.56424;Hotel room;7371;1;1;16-04-2018;0.01;16;361;0;
23587064;Condo in Watthana ;4.85 ;1;1;1;59113930;Tom;;Khlong Toei;13.72451;100.57544;Entire home/apt;1200;24;20;14-06-2023;0.28;3;118;4;
23587957;Rental unit in Bangkok ;4.75 ;1;2;1;176339998;Gobind;;Vadhana;13.74432;100.55578;Entire home/apt;1499;30;4;19-03-2023;0.06;2;101;1;
23312849;Condo in Khet Phra Khanong Krung Thep Maha Nakhon ;0;2;3;2;110396133;Wanlaya;;Phra Khanong;13.7033;100.5993;Entire home/apt;2998;365;0;;;1;363;0;
23588357;Hotel in Khet Bang Rak ;0;1;2;1;179482028;Amara;;Bang Rak;13.7299914;100.5265666;Private room;9298;1;1;24-11-2022;0.08;1;362;0;
23424763;Rental unit in Khet Phasi Charoen ;4.81 ;1;1;1;95793570;Jj;;Phasi Charoen;13.69442;100.4316;Private room;;5;16;13-05-2019;0.23;1;0;0;
23425535;Boutique hotel in Ratchatevee ;4.71 ;1;2;1;171252861;Siam Nitra;;Ratchathewi;13.74969;100.53102;Hotel room;4457;1;69;14-12-2023;0.98;7;352;4;
23313393;Boutique hotel in Khet Ratchathewi ;4.63 ;1;1;1;171252861;Siam Nitra;;Ratchathewi;13.74964;100.53096;Hotel room;3295;1;59;29-11-2023;0.83;7;361;6;
23428790;Rental unit in Khet Ratchathewi ;4.41 ;2;2;1;92406083;David;;Ratchathewi;13.75465;100.53891;Entire home/apt;1714;1;122;04-12-2023;1.75;7;337;35;
23591301;Condo in Khet Yan Nawa ;4.67 ;3;3;2;59113930;Tom;;Yan na wa;13.6966;100.54158;Entire home/apt;2500;30;3;07-08-2023;0.04;3;89;1;
23591557;Rental unit in Khet Phaya Thai ;4.81 ;1;1;1;153572777;Heng;;Phaya Thai;13.77488;100.5437;Private room;1148;1;181;22-12-2023;2.56;1;232;43;
23316366;Rental unit in กรุงเทพมหานคร ;0;1;1;1;37296720;Ball;;Chatu Chak;13.80886;100.5579;Private room;25000;365;0;;;1;0;0;
23593740;Boutique hotel in Khet Ratchathewi ;4.47 ;1;3;1;171252861;Siam Nitra;;Ratchathewi;13.74924;100.53194;Hotel room;3757;1;59;26-06-2023;0.83;7;337;4;
23430482;Condo in Khet Watthana ;4.50 ;0;1;1;168725602;Chloe;;Vadhana;13.73942;100.55827;Entire home/apt;1285;60;4;11-11-2018;0.06;1;0;0;
23437780;Home in Khet Don Mueang ;0;2;1;1;173411388;ภาวิณี;;Don Mueang;13.92686;100.58371;Entire home/apt;1250;1;0;;;1;0;0;
23318339;Rental unit in Khet Ratchathewi ;4.76 ;1;2;1;47320777;Mickey;;Ratchathewi;13.75179;100.5363;Entire home/apt;1390;30;93;15-12-2023;1.31;6;130;5;
23439216;Boutique hotel in Khet Ratchathewi ;4.63 ;1;2;1;171252861;Siam Nitra;;Ratchathewi;13.7497;100.53097;Hotel room;3208;1;32;01-11-2023;0.45;7;346;2;
23439296;Boutique hotel in Khet Ratchathewi ;4.77 ;1;3;1;171252861;Siam Nitra;;Ratchathewi;13.7497;100.53097;Hotel room;4402;1;43;17-09-2023;0.61;7;340;3;
23602429;Condo in Khet Watthana ;4.81 ;2;3;2;176513629;Naiyana;;Vadhana;13.74424;100.55681;Entire home/apt;2700;7;123;05-09-2023;2.05;3;148;3;
23330289;Villa in Taling Chan ;0;1;1;1;142339296;Jass;;Taling Chan;13.74838;100.45809;Private room;999;1;0;;;1;0;0;
23615875;Townhouse in Khet Suan Luang ;0;1;1;1.5  ;25448793;Jo;;Pra Wet;13.73247;100.6539;Private room;;4;0;;;2;0;0;
23440555;Place to stay in Bangkok ;4.70 ;1;1;1;2940438;Kinifrog;;Rat Burana;13.68753;100.49263;Entire home/apt;800;28;10;19-07-2023;0.20;22;239;3;
23441022;Townhouse in Khet Ratchathewi ;4.92 ;1;2;1;165938130;Tony'S Place;;Ratchathewi;13.75094;100.53011;Private room;1357;2;130;10-12-2023;1.84;2;0;23;
23341627;Condo in ห้วยขวาง ;4.88 ;2;2;2;57232525;Gott;;Huai Khwang;13.76677;100.57984;Entire home/apt;2042;4;57;01-12-2023;0.81;2;169;7;
23442715;Rental unit in Bangkok ;4.93 ;1;2;1;3773805;Danai And BicGy;;Khlong Toei;13.73884;100.55355;Entire home/apt;;2;29;28-09-2022;0.41;13;0;0;
23447374;Hostel in Bangrak district ;5.0 ;0;0;4;84040153;Fing;;Bang Rak;13.72297;100.51892;Private room;1990;2;3;31-07-2023;0.04;12;364;1;
23450083;Villa in 曼�;0;4;0;5;64624459;Garden House;;Taling Chan;13.7788;100.44386;Entire home/apt;4855;30;0;;;2;268;0;
23634384;Rental unit in Khet Phaya Thai ;4.73 ;1;1;1;9485996;Marisa;;Phaya Thai;13.77682;100.54061;Entire home/apt;2000;3;26;25-08-2023;0.37;1;356;6;
23635105;Hostel in Bangrak district ;4.86 ;1;1;1;84040153;Fing;;Bang Rak;13.72106;100.51772;Shared room;550;1;21;07-01-2020;0.30;12;356;0;
23897801;Serviced apartment in Khet Watthana ;4.56 ;1;1;1;62256771;Terry;;Khlong Toei;13.73964;100.55588;Entire home/apt;1870;5;36;10-12-2023;0.52;49;158;15;
23904686;Hostel in Khet Huai Khwang ;0;1;1;2;179262691;Songsak;;Huai Khwang;13.7674;100.57347;Private room;2000;1;0;;;7;89;0;
23635500;Townhouse in Khet Chatuchak ;4.88 ;1;3;1.5 ;176894194;Wutakara;;Chatu Chak;13.81807;100.57987;Private room;762;7;17;13-12-2023;0.24;1;179;1;
23652116;Condo in Bangkok ;4.90 ;1;1;1.5 ;6595261;Noi;;Vadhana;13.74349;100.58304;Entire home/apt;1037;28;20;22-03-2023;0.29;2;352;2;
23654717;Rental unit in Khet Watthana ;4.77 ;0;1;1;30386490;N'Dee;;Vadhana;13.73863;100.5589;Entire home/apt;2371;1;243;16-12-2023;3.44;43;101;53;
23662130;Rental unit in Khet Huai Khwang ;4.17 ;0;1;1;75693870;Savi;;Huai Khwang;13.74952;100.57988;Entire home/apt;1350;14;6;07-09-2019;0.09;8;179;0;
23455323;Home in Khet Prawet ;0;0;0;4;115923646;Chachan;;Pra Wet;13.6625;100.67761;Entire home/apt;4000;7;0;;;1;0;0;
23455510;Rental unit in Khet Khlong Toei ;4.65 ;1;1;1.5 ;175004935;Sammy;;Khlong Toei;13.72565;100.56762;Entire home/apt;2014;7;48;15-07-2019;0.71;2;18;0;
23905770;Hostel in Khet Huai Khwang ;0;1;1;2;179262691;Songsak;;Huai Khwang;13.76947;100.57348;Private room;2000;1;0;;;7;89;0;
23906232;Hostel in Khet Huai Khwang ;0;1;1;2;179262691;Songsak;;Din Daeng;13.76938;100.57188;Private room;2000;1;0;;;7;89;0;
23907037;Hostel in Khet Huai Khwang ;0;1;1;2;179262691;Songsak;;Din Daeng;13.76949;100.57208;Private room;2000;1;0;;;7;89;0;
23457164;Townhouse in Khet Watthana ;4.93 ;3;3;3;172648313;Thonglor;;Vadhana;13.73453;100.58275;Entire home/apt;4900;1;109;17-12-2023;1.57;2;164;20;
23674905;Home in Khet Watthana ;0;1;1;1;5858411;Henno;;Vadhana;13.73444;100.58373;Private room;34592;3;0;;;1;90;0;
23907508;Hostel in Thailand ;0;2;1;1;73029066;Suebpong;;Bang Rak;13.72056;100.5138;Private room;1090;2;0;;;2;0;0;
23675672;Hostel in Khet Pom Prap Sattru Phai ;4.79 ;1;1;1;165628058;Peace;;Pom Prap Sattru Phai;13.74677;100.50719;Hotel room;890;1;33;19-11-2023;0.47;10;314;2;
23458068;Rental unit in Thon Buri ;0;2;1;1;175013598;Kei;;Thon buri;13.71529;100.48129;Entire home/apt;2950;1;0;;;1;0;0;
23458671;Townhouse in Khet Watthana ;4.89 ;2;2;2.5 ;172648313;Thonglor;;Vadhana;13.73307;100.5844;Entire home/apt;3700;2;79;05-06-2023;1.12;2;261;6;
23459665;Rental unit in Khet Khlong Toei ;4.86 ;1;1;1.5 ;35112478;Ping;;Khlong Toei;13.72668;100.56669;Entire home/apt;;15;241;01-12-2023;3.41;12;0;38;
23907672;Hostel in Khet Huai Khwang ;0;1;1;2;179262691;Songsak;;Din Daeng;13.76964;100.5714;Private room;2000;1;0;;;7;89;0;
23460198;Home in Khet Ratchathewi ;4.76 ;1;2;1;41575379;Chhatt;;Ratchathewi;13.75231;100.536;Entire home/apt;766;3;63;29-10-2023;0.89;1;159;5;
23907839;Hostel in Khet Huai Khwang ;0;1;1;2;179262691;Songsak;;Huai Khwang;13.76738;100.57334;Private room;2000;1;0;;;7;89;0;
23908185;Hostel in Khet Huai Khwang ;0;1;1;2;179262691;Songsak;;Huai Khwang;13.76739;100.57183;Private room;3000;1;0;;;7;89;0;
23462808;Rental unit in Khet Khlong Toei ;4.87 ;1;1;1.5 ;35112478;Ping;;Khlong Toei;13.72759814;100.5700696;Entire home/apt;;356;231;24-09-2023;3.26;12;0;40;
23686570;Condo in Khet Khlong San ;5.0 ;1;1;1.5 ;91759683;Varaporn;;Khlong San;13.72169;100.4983;Private room;890;21;3;08-10-2018;0.04;1;362;0;
23687087;Rental unit in Bang Khae ;0;1;1;1;118284876;Jj;;Khlong Toei;13.72787;100.56996;Entire home/apt;2460;30;0;;;2;0;0;
23703830;Hostel in Phra Nakhon ;4.89 ;1;0;4;14391623;Sasi;;Phra Nakhon;13.75518;100.49977;Hotel room;450;1;79;23-12-2023;1.13;24;0;43;
